	logFC.group_allob.ob.12	logFC.group_allob.ob.16	logFC.group_allob.ob.2	logFC.group_allob.ob.24	logFC.group_allob.ob.4	logFC.group_allob.ob.6	logFC.group_allob.ob.8	logCPM	LR	PValue	FDR
ENSMUSG00000037157	2.076555593	1.936172552	-0.614529518	0.268270532	0.738769191	1.154209012	1.420707969	3.460614781	184.0777487	2.68E-36	2.30E-34
ENSMUSG00000036120	0.663107764	0.958366776	-0.077460673	0.100751754	-0.010501277	0.176296897	0.407642519	3.638417764	183.7265006	3.18E-36	2.71E-34
ENSMUSG00000022797	-1.607855093	-1.447062397	-0.032315046	-0.694345406	-0.844445262	-1.520657608	-1.368305285	4.816364322	183.6497763	3.30E-36	2.79E-34
ENSMUSG00000023832	-0.614020644	-0.975106839	0.177702638	-1.022807563	-0.1069236	0.051177526	-0.204462166	6.239086659	183.5858427	3.41E-36	2.87E-34
ENSMUSG00000072969	1.339335197	1.800726017	0.201766168	0.876596251	0.062155915	-0.025991572	0.423168068	1.55033678	182.9242376	4.70E-36	3.93E-34
ENSMUSG00000040964	1.041726393	0.99397615	-0.214856933	0.269459096	-0.02149943	-0.004474274	0.28120658	3.94598762	182.7899253	5.02E-36	4.17E-34
ENSMUSG00000030827	2.437584985	2.862183391	-0.395472777	2.182357498	0.5718784	0.34577967	1.582418987	4.214886453	182.1929353	6.71E-36	5.55E-34
ENSMUSG00000028479	-0.345715845	-0.543606235	0.344686201	0.169221993	0.445807292	0.33308374	0.181194261	6.927651548	181.184081	1.10E-35	9.01E-34
ENSMUSG00000031604	-1.052737362	-1.587087595	-0.024721216	-1.627755004	-0.656981374	-0.608332085	-0.938541665	5.623580027	180.5996629	1.46E-35	1.19E-33
ENSMUSG00000029001	1.038915437	1.370858245	-0.121542215	0.004727919	0.010295726	0.258874372	0.589007798	1.766671866	180.5539876	1.49E-35	1.21E-33
ENSMUSG00000023018	0.949895123	1.129716536	-0.240710895	-0.048551719	0.159826006	0.408399899	0.451703116	3.42706149	180.2336578	1.74E-35	1.41E-33
ENSMUSG00000046949	-0.226608184	-0.649389156	0.1216514	-0.795764916	-0.136086516	0.111860728	-0.042421624	6.505871741	180.1929525	1.77E-35	1.43E-33
ENSMUSG00000024866	-0.725455765	-0.883886139	-0.08345028	-0.672096254	-0.290422364	-0.526380521	-0.813161209	6.10525766	179.8565868	2.09E-35	1.67E-33
ENSMUSG00000049807	0.737363533	0.770581892	-0.276921932	0.035333408	-0.105997542	0.105128215	0.38423892	4.601092793	179.7058694	2.25E-35	1.79E-33
ENSMUSG00000036478	1.163118618	0.897417973	0.336972174	0.23325826	0.446581727	0.884962743	1.064236625	5.91335997	179.6171672	2.35E-35	1.86E-33
ENSMUSG00000015656	-1.042840881	-1.17578786	0.355687674	0.140064967	0.541588874	0.180672945	0.004309951	10.20091476	178.9048594	3.32E-35	2.61E-33
ENSMUSG00000063929	1.392166673	1.631179398	0.27582891	1.72185857	0.426212414	0.561391556	0.745286874	3.458086294	178.741979	3.59E-35	2.81E-33
ENSMUSG00000047492	0.394653091	0.828907304	-0.513062746	0.438983773	-0.356682659	-0.353645842	-0.211275491	7.404428615	178.6259216	3.80E-35	2.95E-33
ENSMUSG00000023150	0.04227107	-0.482916149	0.164072364	0.165813097	0.421453126	0.548567546	0.429503059	7.571074007	178.0347519	5.07E-35	3.92E-33
ENSMUSG00000002748	-0.225334634	-0.396252406	0.184574303	0.243586656	0.35776103	0.36190504	0.316510428	5.964796246	177.8419154	5.56E-35	4.27E-33
ENSMUSG00000001424	-0.708892694	-0.873779595	0.014775089	-0.463225241	-0.042333183	-0.324781152	-0.602481183	6.924182501	177.8353292	5.58E-35	4.27E-33
ENSMUSG00000020572	-0.399562506	-0.709970913	0.278187703	0.019632741	0.103855401	0.135917563	-0.021848496	6.562885129	177.787207	5.71E-35	4.35E-33
ENSMUSG00000073436	-0.187113922	0.571796007	-0.327361941	0.505725778	-0.454193877	-0.868139187	-0.584194249	3.715054324	177.1372152	7.84E-35	5.93E-33
ENSMUSG00000010064	-0.914891849	-0.942866242	0.271838907	-0.394189409	-0.344832296	-0.595417635	-1.081254778	10.29530885	177.0454762	8.19E-35	6.17E-33
ENSMUSG00000039157	-0.748376068	-0.946694501	-0.188879773	0.112284891	-0.111843087	-0.252464044	-0.426063038	6.128197583	176.7366955	9.52E-35	7.13E-33
ENSMUSG00000006442	-0.822753648	-0.818291663	-0.011515674	0.009747996	-0.130713805	-0.634807166	-0.644664645	4.638455668	176.3919441	1.13E-34	8.39E-33
ENSMUSG00000036372	-0.724025498	-0.891031065	-0.014103826	-0.64866816	-0.098607222	-0.196940617	-0.579308764	4.013879381	175.9524446	1.39E-34	1.03E-32
ENSMUSG00000025317	-0.363799752	-0.749673892	0.164223964	-0.757402169	-0.054176963	-0.089130239	-0.267932921	6.417038692	175.8286022	1.48E-34	1.09E-32
ENSMUSG00000063268	-0.413677809	-0.178799841	-0.274533711	-0.361822326	-0.798626125	-0.954062327	-1.023917671	4.266061746	175.61588	1.64E-34	1.20E-32
ENSMUSG00000004098	0.472232318	0.240971289	-0.285923008	-0.911877048	-0.242136886	-0.040235698	-0.100032024	5.732585005	173.2816186	5.10E-34	3.72E-32
ENSMUSG00000017929	-1.204220598	-1.221414822	-0.065823163	-0.320684937	0.031064858	-0.16580974	-0.331227415	5.350628712	172.7141631	6.72E-34	4.88E-32
ENSMUSG00000031775	0.893068798	0.853692207	-0.006550317	0.404301473	0.237481618	0.543551937	0.587912802	4.208495105	171.9063249	9.95E-34	7.19E-32
ENSMUSG00000034837	-1.643557311	-0.982512126	0.406602346	-0.743140622	-1.162704882	-1.657738244	-2.275598434	2.962377523	171.0387412	1.52E-33	1.09E-31
ENSMUSG00000101517	0.99022786	0.189600569	0.33117842	-0.627448067	0.74085473	1.256712371	1.239809594	3.665468787	170.9593764	1.58E-33	1.13E-31
ENSMUSG00000034917	0.735969555	0.575438332	-0.266576273	-0.283395892	-0.099097881	0.202354699	0.51549637	4.944560645	169.9682992	2.55E-33	1.81E-31
ENSMUSG00000026437	-0.509989145	-0.865891522	-0.053680509	-0.247493612	-0.078927282	-0.251796629	-0.401791509	6.256943663	169.349087	3.44E-33	2.44E-31
ENSMUSG00000016528	0.544654663	0.704820085	-0.000495554	0.193517871	0.08498554	0.131290518	0.295069971	6.355365471	167.4356793	8.72E-33	6.14E-31
ENSMUSG00000015711	0.550244528	0.800323836	-0.254763968	0.071657518	-0.156758145	-0.104138052	0.089818633	5.471458285	167.2382004	9.59E-33	6.73E-31
ENSMUSG00000028024	-0.775642747	-0.819325454	0.11720453	-1.019274878	-0.037169962	-0.086230512	-0.540484871	6.851731762	167.0570382	1.05E-32	7.31E-31
ENSMUSG00000027997	0.724569781	0.953477335	0.023668272	0.949987397	0.18092771	0.403546926	0.404535056	4.213112428	165.9892041	1.76E-32	1.22E-30
ENSMUSG00000049791	-0.414375679	-0.585993964	0.03012834	0.009343423	0.2714869	0.279071124	0.110685301	6.311627756	165.8578626	1.87E-32	1.30E-30
ENSMUSG00000026839	-1.194594544	-1.866463481	0.847332018	-0.221454793	0.059871866	0.274485207	-0.348381056	7.676128685	165.7050745	2.02E-32	1.39E-30
ENSMUSG00000017868	0.754665148	1.182190029	-0.054041332	0.294051855	0.205924127	0.299447915	0.482229456	6.085177803	165.6540723	2.07E-32	1.42E-30
ENSMUSG00000031776	1.057167337	1.216432205	-0.141098768	-0.021038861	-0.432562373	-0.25236315	0.129676231	2.664525425	165.4988609	2.23E-32	1.52E-30
ENSMUSG00000020604	0.338661855	0.911691629	-0.454024347	0.52349414	-0.257735958	-0.452291805	-0.209581123	4.638642023	165.3970148	2.34E-32	1.59E-30
ENSMUSG00000030806	1.274108341	1.404349327	-0.085914471	0.726526913	0.123607041	-0.02660065	0.332712243	2.385747162	165.3726132	2.37E-32	1.60E-30
ENSMUSG00000090038	1.09501987	0.559081159	0.41378941	1.082320768	1.126843868	1.344422738	1.547453405	3.482670215	165.3291925	2.42E-32	1.63E-30
ENSMUSG00000020472	0.698336993	1.020910068	0.015482946	0.738446139	0.188449388	0.139877122	0.25611613	4.526660185	164.8739001	3.02E-32	2.02E-30
ENSMUSG00000021427	-0.636826658	-0.736956934	-0.076088832	-0.462492609	-0.279258787	-0.352909688	-0.598852989	6.16225123	164.1246214	4.34E-32	2.89E-30
ENSMUSG00000063410	0.609782552	0.779852537	0.097367226	0.30235091	0.221819419	0.377012233	0.417892845	4.359620808	163.8932715	4.86E-32	3.22E-30
ENSMUSG00000027360	1.389516583	1.584885814	-0.117381924	0.758479353	0.406017002	0.344667373	0.230055634	3.034715613	163.7182568	5.29E-32	3.49E-30
ENSMUSG00000021134	0.523154329	0.635168694	-0.524827466	-0.168988053	-0.358011814	-0.120033951	0.141047366	6.50095509	163.1414905	7.00E-32	4.59E-30
ENSMUSG00000031232	-0.66285208	-0.965109317	0.047879832	-0.2790304	0.121225239	-0.136742123	-0.236205157	5.739027776	163.1102945	7.10E-32	4.64E-30
ENSMUSG00000058756	0.379301202	0.644534216	-0.281063686	0.07680932	-0.207326255	-0.242209711	-0.133356608	3.795700505	162.6293458	8.97E-32	5.83E-30
ENSMUSG00000067199	1.46040621	1.327383387	0.210871359	0.406178436	0.599323464	0.772098116	0.961654418	2.789134659	162.254648	1.08E-31	6.96E-30
ENSMUSG00000068876	0.521545397	0.163255529	-0.285946822	-0.265665824	-0.002430057	0.263476469	0.409973324	5.064851834	162.0898239	1.16E-31	7.51E-30
ENSMUSG00000026259	-0.785437631	-1.400612259	0.026926858	-0.254586886	-0.159514637	-0.300417197	-0.593055619	4.452241009	162.04669	1.19E-31	7.63E-30
ENSMUSG00000038539	0.883098042	1.299468315	0.223624674	1.229892489	0.110486691	0.098356181	0.397881693	8.332831412	161.9775757	1.23E-31	7.86E-30
ENSMUSG00000019232	-0.3122123	-1.023446841	0.157502552	-1.027333392	0.102130508	0.123531788	-0.073784008	7.952475832	161.6588455	1.44E-31	9.13E-30
ENSMUSG00000045314	1.48271069	1.680066662	-0.016448428	0.755351891	0.538263091	0.443826246	1.045350209	3.184550295	161.3126819	1.70E-31	1.07E-29
ENSMUSG00000010095	0.59388907	0.945632379	0.152487622	0.414810415	0.256518981	0.187107303	0.274554402	5.417135269	161.2644432	1.74E-31	1.10E-29
ENSMUSG00000031808	1.384398632	1.221513769	-0.035860947	1.048749961	0.348580748	0.427445937	0.872837845	3.972738407	161.2388288	1.76E-31	1.10E-29
ENSMUSG00000038145	-0.629962043	-0.735471332	0.046153304	-0.152693102	-0.067954819	-0.072565523	-0.355666933	6.39271752	161.1296387	1.86E-31	1.16E-29
ENSMUSG00000032902	0.896853852	0.856876128	-0.144733265	-0.190226221	0.020831933	0.33509744	0.645878507	5.903864753	160.8141231	2.16E-31	1.34E-29
ENSMUSG00000030058	-0.729846841	-0.712360622	-0.026435588	-0.395681271	-0.082318061	-0.34550483	-0.524803454	6.500726505	160.2461058	2.85E-31	1.76E-29
ENSMUSG00000032788	-0.476038805	-1.031511223	0.053696286	-0.43292613	0.14057831	-0.045669689	-0.258707384	6.683237283	159.8237634	3.49E-31	2.15E-29
ENSMUSG00000027808	-0.68663386	-0.887762532	-0.013567467	-0.445990989	-0.058821355	-0.161612523	-0.399274061	7.74429576	159.4576062	4.17E-31	2.56E-29
ENSMUSG00000018796	0.925787961	0.966224617	0.223756065	0.56688845	0.12167486	0.39324513	0.775040112	10.22568378	159.3681205	4.36E-31	2.66E-29
ENSMUSG00000031924	-0.451094406	-0.779325204	0.087738617	-1.084897083	-0.263944088	-0.162704504	-0.374061003	8.875560906	159.3564561	4.38E-31	2.67E-29
ENSMUSG00000024424	-0.427973925	-0.875638942	0.199238724	-0.469419421	-0.135712956	-0.17657474	-0.244351538	6.898448974	159.3489444	4.40E-31	2.67E-29
ENSMUSG00000022550	0.745518886	0.854954695	-0.063424212	-0.146203958	-0.191991656	-0.11076966	0.363839975	4.25252006	159.2904161	4.52E-31	2.73E-29
ENSMUSG00000026491	0.459071388	0.203808783	0.258308848	0.255736692	0.635645452	0.720363201	0.815389778	6.130935163	159.2668195	4.58E-31	2.75E-29
ENSMUSG00000021748	-0.891183334	-0.912605519	-0.09527267	-0.629765322	-0.306900102	-0.309548954	-0.610678191	6.880517745	158.6795249	6.08E-31	3.64E-29
ENSMUSG00000074207	-0.510238899	-0.774126627	0.181490316	-0.399046575	0.053721161	0.055012994	-0.20277387	11.12320435	158.6390766	6.20E-31	3.70E-29
ENSMUSG00000039620	1.611938367	1.32965048	-0.078643775	-0.10437214	0.547065555	1.081591872	1.270145934	2.630669047	158.4713965	6.73E-31	3.99E-29
ENSMUSG00000030498	-0.212841745	-0.610555181	0.253407573	-0.891395421	0.033788545	0.188550407	0.011705691	5.683186307	158.051125	8.25E-31	4.88E-29
ENSMUSG00000067279	1.440938303	1.070038011	0.224523337	0.176409238	0.480112368	0.863194895	1.466195639	5.975482973	157.9800604	8.54E-31	5.03E-29
ENSMUSG00000038910	0.826090008	0.896501391	-0.057706089	-3.73E-05	0.095920975	0.281488673	0.367223555	4.551125366	157.9451414	8.68E-31	5.09E-29
ENSMUSG00000045287	0.879573072	0.919073214	-0.463926769	0.099979394	0.369873957	0.446103821	0.713631618	3.788106994	157.5727241	1.04E-30	6.07E-29
ENSMUSG00000032536	-0.443412115	-0.549175452	0.091871208	-0.095454324	0.070225575	-0.089633546	-0.245770265	6.420221047	157.017046	1.36E-30	7.91E-29
ENSMUSG00000026389	0.550380217	0.588865932	-0.032067013	0.081652122	-0.228692611	-0.130627854	0.075047112	5.027813165	156.4572511	1.78E-30	1.03E-28
ENSMUSG00000024589	0.821102177	0.666319809	0.383831421	0.278842173	0.654952392	0.780388946	0.943367498	5.723626659	155.5643203	2.75E-30	1.59E-28
ENSMUSG00000031167	-0.106155111	0.557645777	0.018014038	1.180541922	0.047157103	-0.193372583	-0.573168942	4.988054619	155.4020367	2.97E-30	1.71E-28
ENSMUSG00000024493	0.219730345	0.559978516	-0.159040442	0.100768446	-0.231019211	-0.307898031	-0.325317292	5.102345735	154.1598928	5.43E-30	3.11E-28
ENSMUSG00000049106	0.331998375	0.560511438	-0.112072987	0.050923513	0.031060594	0.062064706	0.219439667	5.516245843	154.0556822	5.71E-30	3.25E-28
ENSMUSG00000022246	0.666974081	0.773871251	-0.038335488	0.042476735	0.192882883	0.183537645	0.532791634	4.295714639	153.869423	6.25E-30	3.55E-28
ENSMUSG00000024966	-0.580495781	-0.879669326	0.250724816	-0.263457686	0.332931867	0.154038785	0.076014095	5.791735375	153.8032455	6.45E-30	3.65E-28
ENSMUSG00000025511	-0.626364606	-0.67759947	0.16681883	0.143823912	0.224717557	-0.124850217	-0.186651348	5.730221128	153.4478178	7.66E-30	4.31E-28
ENSMUSG00000040430	-0.767365164	-0.928804782	0.100187388	-0.361078217	-0.270676422	-0.480040341	-0.774968148	4.517557069	153.3517959	8.02E-30	4.50E-28
ENSMUSG00000000555	0.852881498	0.714127812	-0.033236958	0.030556266	0.236538443	0.403467792	0.74259295	4.698523532	153.3434884	8.06E-30	4.50E-28
ENSMUSG00000001229	0.537231157	0.69086678	0.000278994	-0.040338363	0.104184183	0.159156381	0.475402026	5.894319902	152.4647996	1.23E-29	6.86E-28
ENSMUSG00000028051	-2.044623607	-2.815922671	-0.436683244	-2.184624283	-0.167702285	-0.41993672	-1.151369852	5.340130788	152.3574379	1.30E-29	7.19E-28
ENSMUSG00000067787	0.400359093	0.608535919	-0.070215917	0.259622	0.104780363	0.409935437	0.533405942	4.902715999	152.351457	1.30E-29	7.19E-28
ENSMUSG00000027690	-0.813542611	-0.968637734	-0.119623424	-0.179999312	-0.091070341	-0.266958179	-0.602786416	8.60673345	152.2177674	1.39E-29	7.64E-28
ENSMUSG00000026639	1.032486442	1.432529113	0.144857926	1.673800622	0.239931442	0.355287406	0.558032238	5.104143813	152.0179625	1.53E-29	8.39E-28
ENSMUSG00000023073	-0.226795795	-0.951350575	0.911354585	-0.674399336	0.334820252	0.50432745	0.295000287	3.786283501	151.8854558	1.63E-29	8.91E-28
ENSMUSG00000045658	0.687559961	0.632460822	0.157429298	0.485512239	0.307341926	0.540803392	0.663372073	6.359637808	151.709127	1.78E-29	9.66E-28
ENSMUSG00000046794	-0.831662872	-1.200820648	0.021172386	-0.129663672	0.129963244	0.245155179	0.054718389	8.721175348	151.3011829	2.16E-29	1.17E-27
ENSMUSG00000050144	-0.801092336	-0.788400577	-0.019606041	-0.879708091	-0.28634028	-0.21757526	-0.407167413	6.289850117	151.2230896	2.25E-29	1.21E-27
ENSMUSG00000047963	-0.693032234	-0.825308216	0.026510312	-0.062206198	-0.077461613	-0.185794233	-0.209867694	6.251076004	150.7885128	2.77E-29	1.49E-27
ENSMUSG00000043962	0.08395311	0.398594879	0.041711552	0.610300826	-0.015212274	-0.119918095	-0.131560616	5.983959772	150.3756067	3.39E-29	1.81E-27
ENSMUSG00000046329	-0.303179127	-0.535474894	0.114755267	-0.512652757	-0.070866023	-0.127766496	-0.266166516	8.205720621	150.2155557	3.66E-29	1.95E-27
ENSMUSG00000020258	-0.551106594	-0.690309216	-0.07702226	-0.170957663	-0.01110036	-0.248614802	-0.238499931	8.362562315	150.2151853	3.66E-29	1.95E-27
ENSMUSG00000028001	0.917879378	1.154088537	0.263147126	0.665189386	0.346071713	0.468128527	0.736085109	11.27302921	149.9777148	4.10E-29	2.17E-27
ENSMUSG00000033831	0.910205514	1.123276579	0.269898647	0.68098068	0.339871765	0.480225914	0.6885946	11.25076048	149.612778	4.90E-29	2.58E-27
ENSMUSG00000002032	-0.725114046	-1.273673046	0.178162626	-0.203099339	0.281005269	0.172488588	0.055665876	4.536829512	149.0659261	6.38E-29	3.35E-27
ENSMUSG00000029416	-0.431409995	-1.080347206	0.166060694	-0.392383499	-0.113796074	-0.015921452	-0.077244392	4.635512316	148.6347567	7.86E-29	4.12E-27
ENSMUSG00000021477	0.570335049	1.070732358	0.151978126	0.953713218	0.232799107	0.1726644	0.261935162	8.989402268	148.6030001	7.98E-29	4.17E-27
ENSMUSG00000028327	0.373008544	0.562787135	-0.095687985	-0.154058461	-0.094413401	-0.180187258	-0.025757015	7.01877446	148.4145074	8.74E-29	4.55E-27
ENSMUSG00000036611	-0.10332735	0.376761787	-0.527162041	-0.181585054	-0.623929841	-0.783462127	-0.605700397	4.660709019	148.1560768	9.90E-29	5.13E-27
ENSMUSG00000046711	0.803830059	1.059959646	-0.051524273	0.617404697	0.346593484	0.094350294	0.387880154	4.501090294	147.7017093	1.23E-28	6.37E-27
ENSMUSG00000024913	0.774538326	0.832869315	-0.064206745	0.172299334	0.159713147	0.237114105	0.487016629	6.535971589	147.5445162	1.33E-28	6.85E-27
ENSMUSG00000021947	-0.67377365	-0.845987019	0.056343047	-0.5386544	-0.186079205	-0.243052392	-0.565407001	5.482857761	147.4924337	1.36E-28	7.00E-27
ENSMUSG00000027999	0.68645557	1.057244879	-0.223592509	1.20882081	0.335675637	0.07758614	0.40719663	3.864140842	146.8578646	1.85E-28	9.47E-27
ENSMUSG00000033955	-0.658327262	-0.688001827	-0.034578569	-0.175292527	0.102811815	0.016975915	-0.203597743	5.801401654	146.8102438	1.90E-28	9.66E-27
ENSMUSG00000044345	-0.275403683	-0.91810405	0.008416773	-0.06507967	0.214830059	0.045563874	0.05378741	6.23099693	146.2725129	2.46E-28	1.25E-26
ENSMUSG00000071649	0.77327009	0.702728664	0.056723424	0.236824409	0.204701388	0.334094919	0.570377264	4.748607886	145.881094	2.97E-28	1.50E-26
ENSMUSG00000018736	-0.461797405	-0.529753295	0.190430788	0.208931564	0.28957557	0.158037023	-0.051154042	5.145894363	145.8672472	2.99E-28	1.51E-26
ENSMUSG00000058921	-0.201355121	-0.738555924	0.076325366	-0.306414784	-0.00301267	0.0534819	0.110332101	5.427293018	145.5085504	3.56E-28	1.79E-26
ENSMUSG00000075232	-1.073936825	-1.01062257	-0.027992717	-0.510335362	-0.302149202	-0.457951124	-0.646914924	5.265268869	145.3977903	3.75E-28	1.88E-26
ENSMUSG00000018932	-0.541100622	-0.634400692	0.030096074	-0.141769304	0.051181127	-0.187320599	-0.324610768	6.348024429	145.3056756	3.92E-28	1.96E-26
ENSMUSG00000046079	0.475324247	0.598279239	-0.268054292	0.154665571	-0.194107939	-0.206188915	-0.062776454	5.479805877	145.2873718	3.96E-28	1.97E-26
ENSMUSG00000029664	-0.004613321	-0.374849029	0.144248128	-0.667979664	-0.091193911	0.331110518	0.219371225	5.205790425	145.1556544	4.22E-28	2.09E-26
ENSMUSG00000058624	-0.086504773	-0.480365602	0.236944025	0.064417651	0.156758345	0.220144887	0.018128402	5.629934158	144.4098756	6.05E-28	2.98E-26
ENSMUSG00000052562	-0.262009615	-0.815666316	0.058425718	-1.091965563	-0.257063299	-0.053526301	-0.023954433	6.11648075	143.8450601	7.95E-28	3.91E-26
ENSMUSG00000025934	-0.056649979	-0.395267237	0.182497675	-0.511812095	0.133683325	0.260571616	0.139155576	10.65343316	143.7854783	8.18E-28	4.01E-26
ENSMUSG00000032083	0.948370071	1.426851478	0.10485716	1.784173083	0.11086706	0.293894049	0.84995324	11.36162914	143.632569	8.81E-28	4.30E-26
ENSMUSG00000035824	0.397314749	0.668515986	-0.048706269	0.264731339	-0.063125298	-0.174377583	-0.071437977	4.480667792	143.5634588	9.10E-28	4.43E-26
ENSMUSG00000042010	-0.460839373	-0.894213647	0.479502837	-1.509907762	-0.090538563	0.387578801	0.114548351	7.584368362	143.5002944	9.39E-28	4.55E-26
ENSMUSG00000053897	0.519559009	0.544604933	-0.08893294	-0.033102007	0.060496057	0.207353599	0.431966092	4.391930332	143.2370161	1.07E-27	5.15E-26
ENSMUSG00000028329	0.689317086	1.1759216	-0.044569948	0.774046413	-0.036555637	0.355570887	0.311602059	2.899643613	142.8999622	1.25E-27	6.04E-26
ENSMUSG00000051674	0.077411266	0.41047856	-0.171415536	0.287454127	-0.249063097	-0.3836571	-0.22388716	5.447174908	142.7926342	1.32E-27	6.34E-26
ENSMUSG00000051375	0.653378076	0.744918578	-0.088346798	0.265208133	0.484970734	0.539551667	0.602961923	6.645552424	142.3839425	1.61E-27	7.70E-26
ENSMUSG00000025813	-0.500995085	-0.752842772	0.075160481	-0.026170508	0.228697726	0.112399435	0.015177403	5.053735514	142.0970243	1.85E-27	8.81E-26
ENSMUSG00000005951	-0.600122191	-0.569204968	-0.102858056	-0.262993936	-0.207813966	-0.442586695	-0.638516105	6.372888579	141.7791519	2.15E-27	1.02E-25
ENSMUSG00000070056	0.15772869	-0.505293046	-0.107301415	-0.515948108	0.161450752	0.241353186	0.436428216	4.556700542	141.4083719	2.58E-27	1.22E-25
ENSMUSG00000005107	-0.689211016	-0.818810165	-0.081944328	-0.269762632	-0.146881011	-0.494933728	-0.931462684	5.657630436	141.3113275	2.70E-27	1.27E-25
